Szam,Kerdes,V1,V2,V3,Kep,HelyesValasz
493,"Hogyan ismeri fel azt, hogy egy gyorsjáratú hajó elérte utazó sebességét?","Az utazósebesség elérésétől függőleges vonalban két gyors, perceként 100-120-szor villanó sárga fényt visel.","Az utazósebesség elérésétől egy gyors, perceként 100-120-szor villanó sárga fényt visel.","Az utazósebesség elérésétől függőleges vonalban két gyors, perceként 40-60-szor villanó fehér fényt visel.",,1
494,Milyen menetben lévő hajóra utalhat a zöld fény?,Kishajónak nem tekinthető vitorlás hajó.,Vitorlás kishajó.,"Vitorla mellett saját gépi erőt is használó olyan vitorlás hajó, amely nem kishajó.",xxx-3331.jpg,1
495,Milyen hajót jelölhetnek a képen látható fények?,Menetben lévő vitorlás kishajó.,"Menetben lévő olyan vitorlás hajó, amely nem kishajó.","Menetben lévő vitorla mellett saját gépi erőt is használó olyan vitorlás hajó, amely kishajó.",xxx-3300.jpg,2
496,Milyen hajóra utalhat a vörös fény?,Kishajónak nem tekinthető vitorlával haladó hajó.,Menetben lévő vitorlás kishajó.,"Vitorla mellett saját gépi erőt is használó olyan vitorlás hajó, amely nem kishajó.",xxx-3302.jpg,1
497,Milyen menetben lévő hajó fényei láthatók az ábrán az alábbiak közül?,"Géphajóként közlekedő vitorlás hajó, ami nem kishajó szemből.",Vitorla mellett gépi erőt is használó vitorlás kishajó.,"Vitorlás hajó, ami nem kishajó szemből.",xxx-2342.jpg,3
498,Milyen menetben lévő hajó fényei láthatók az ábrán az alábbiak közül?,"Géphajóként közlekedő vitorlás hajó, ami nem kishajó szemből.",Vitorla mellett gépi erőt is használó vitorlás kishajó.,"Vitorlás hajó, ami nem kishajó szemből.",xxx-2343.jpg,3
499,Állapítsa meg milyen menetben lévő hajó fénye látható az ábrán?,"Kishajónak nem tekinthető, vitorla mellett gépi erőt is használó hajó jobb oldalát mutatja.",Kishajónak nem tekinthető vitorlával haladó hajó jobb oldalát mutatja.,Vitorlával haladó kishajó a jobb oldalát mutatja.,xxx-3306.jpg,1
500,Állapítsa meg milyen menetben lévő hajó fénye látható az ábrán?,Vitorlával haladó kishajó a bal oldalát mutatja.,Kishajónak nem tekinthető vitorlával haladó hajó bal oldalát mutatja.,"Kishajónak nem tekinthető, vitorla mellett gépi erőt is használó hajó bal oldalát mutatja.",xxx-3308.jpg,3
501,Hogyan kell elhelyezni az oldalfényeket egy 7 m hosszúságot elérő vitorlás kishajón? Az oldalfényeket,egymás mellett vagy egy közös lámpatestben kell a hajó hossztengelyében a hajó orrán vagy annak közelében elhelyezni.,"egymás mellett vagy egy közös lámpatestben kell a hajó hossztengelyében a hajó orrán vagy annak közelében elhelyezni, hogy azok az árbocfénnyel azonos magasságban legyenek.",egy közös lámpatestben kell a hajó hossztengelyében a hajó orrán vagy annak közelében elhelyezni a farfénnyel azonos magasságban.,,1
502,Hogyan lehet elhelyezni az oldalfényeket és a farfényt egy vitorlás kishajón?,"Oldalfényeket a hajó legszélső pontjain, a farfényt a hajó hátsó részén.","Oldalfényeket egy közös lámpatestben az árboccsúcson vagy az árboc felső részén, a farfényt a hajó hátsó részén.",Egy közös lámpatestben az árboccsúcson vagy az árboc felső részén.,,3
503,Mit tekintünk mentőmotorosnak a Szabályzat II. része alapján?,A Szabályzat II-11. mellékletben meghatározott követelményeknek megfelelő kisgéphajó.,A hajózási hatóság által rendeltetésszerű mentésre alkalmasnak nyilvánított és a mentőmotoros lajstromba bejegyzett kisgéphajó.,A hajózási hatóság által rendeltetésszerű mentésre alkalmasnak nyilvánított és a Szabályzat II-11. mellékletben meghatározott követelményeknek megfelelő kisgéphajó.,teszt-1706.jpg,3
504,Mit értünk felügyeleti hajó alatt a Szabályzat II. része alapján?,"A hajózási hatóság, a vízi- és a határrendészeti rendőri szerv, valamint a Nemzeti Adó- és Vámhivatal (NAV) hajói.",A Honvédség és a különböző ellenőrzésre jogosult hatóságok által üzemeltetett hajó(k).,"A hajózási-, a vízügyi-, a vízirendészeti-, a tűzoltó- és a katasztrófavédelmi hatóságok hajóit.",,1
505,"Mit tekintünk kísérő kisgéphajónak a Szabályzat II. része alapján? Kísérő kisgéphajó, az olyan saját gép berendezéssel hajtott kishajó, amely","oktatás, edzés, verseny és vízi rendezvény ideje alatt a vitorlás és evezős csónak, vagy vízi sporteszközök, vitorlás kishajó, illetve vízben lévő személyek kísérését, szükség esetén mentést szolgál.",csak a vízi rendezvények biztosítására szolgál.,úszómunkagépek munkavégzésének ideje alatt annak kiszolgálásával kapcsolatos feladatokat látja el.,,1
506,Milyen hajó viseli az ábrán látható jelzést?,Kitűző hajó.,A Nemzeti Adó-és Vámhivatal hajója.,A vízirendészet hajója.,xxx-1740.jpg,2
507,"Milyen fényjelzést alkalmazhat a veszélyhelyzetet megelőző vagy elhárító tevékenységet végző honvédelmi, valamint katasztrófavédelmi célú hajó?",Nappal és éjszaka villogó kék fényjelzést alkalmazhat.,Nappal és éjszaka villogó vörös fényjelzést alkalmazhat.,Nappal és éjszaka villogó sárga fényjelzést alkalmazhat.,teszt-1726.jpg,1
508,"Milyen jelzést alkalmazhat éjszaka, ha hajója műveletképtelen?","Egy fehér fény körkörös forgatásával, ami kishajónál vörös is lehet.",A morzeábécé szerinti ••• - - - ••• (SOS) jelek együtteséből álló fehér fényjelzéssel.,"Egy vörös fény lengetésével, ami kishajónál lehet fehér is.",,3
509,"Mire készül, ha egy közelben lévő hajón vörös fényt lengetnek? A jelzést leadó hajó",műveletképtelen.,"veszélyben van, segítséget kér.",a hajóútban munkát végez.,xxx-3587.jpg,1
510,"Hogyan tudja jelezni nappal, ha hajója műveletképtelen?",Vörös zászló/lobogó lengetésével.,Körkörösen mozgatott vörös zászlóval.,Sárga zászló lengetésével.,xxx-3671.jpg,1
511,"Milyen módon jelezheti éjszaka azt, ha kishajója műveletképtelenné vált?",Fehér (vagy vörös) fény lengetésével.,Körkörösen mozgatott vörös fénnyel.,Kék fény lengetésével.,xxx-3672.jpg,1
512,"Mi a jelentése annak, ha egy kishajón fehér fényt lengetnek? A jelzést leadó kishajó","veszélyben van, segítséget kér.",műveletképtelen.,hullámzás elleni védelemre szorul.,xxx-3588.jpg,2
513,Milyen úszólétesítmény látható az ábrán?,Fennakadt géphajó jobb oldalát mutatja.,Hullámzás elleni védelemre szoruló géphajó jobb oldalát mutatja.,"Műveletképtelen, de menetben lévő géphajó jobb oldalát mutatja.",teszt-1445.jpg,3
514,Milyen úszólétesítmény látható az ábrán?,Fennakadt géphajó bal oldalát mutatja.,Révkalauzi szolgálatot ellátó hajó bal oldalát mutatja.,"Műveletképtelen, de menetben lévő géphajó bal oldalát mutatja.",teszt-1446.jpg,3
515,"Mire következtet, ha egy közeledő hajó mellső részén vörös lengőt lát nappal?",A hajó révkalauzi szolgálatának ellátását jelzi.,A hajó áthaladási elsőbbségi jogát jelzi.,A hajó 12 főnél több utas szállítására való jogosultságát jelzi.,teszt-1457.jpg,2
516,"Mit jeleznek a hajón látható fekete gömbök? A gömbök azt jelzik, hogy a hajó",zátonyra futott.,műveletképtelen.,manőverképességében korlátozott.,zzz-0002.jpg,2
517,Mit jelez a hajón látható két vörös fény? A hajó,"azt jelzi, hogy nyílt helyen vesztegel.",műveletképtelenségét jelzi.,jobb oldala melletti elhaladás tilalmát jelzi.,zzz-0003.jpg,2
518,Milyen hajó(k) viseli(k) az ábrán látható megkülönböztető jelzést?,A Nemzeti Adó-és Vámhivatal által üzemeltetett hajók.,Ellenőrző hatóságok hajói a Nemzeti Adó-és Vámhivatal által üzemeltetett hajók kivételével.,A mentőmotoros hajók.,xxx-1772.jpg,2
519,"A hajótesten elhelyezett jelzésen, valamint az állami lobogón kívül, milyen kiegészítő jelzési(i) vannak az ellenőrző hatóság hajóinak a Nemzeti Adó-és Vámhivatal által üzemeltetett hajók kivételével?","Egy sárga villogó fénnyel jeleznek, ha feladatainak ellátásához szükséges.","Egy fehér lengő kékkel keretezett fehér rombusz alakú jelzéssel, valamint ha feladatainak ellátásához szükséges - nappal és éjszaka - villogó kék fénnyel jeleznek.","Kék villogó fénnyel jeleznek, ha feladataik ellátásához szükséges, valamint nappal egy vörös árbocszalagot viselnek.",xxx-1790.jpg,2
520,Mit jelez az ábrán látható tábla?,"A tábla olyan hajót jelöl, amely nem rendelkezik személyzettel.",A hajó személyzetéhez nem tartozó személyek hajón történő tartózkodási tilalmát!,A hajó személyzetéhez nem tartozó személyek hajóra lépési tilalmát!,teszt-1584.jpg,3
521,"Mit jeleznek nappal a hajón látható jelzőtestek (függőleges vonalban két fekete gömb között egy fekete kettős kúp)? A jelzőtestek azt jelzik, hogy",a hajó műveletképességében korlátozott vagy ereszkedik.,a hajó kormányképességében korlátozott.,a hajó merülése miatt mozgásában korlátozott.,zzz-0004.jpg,1
522,Mit jelentenek a hajón látható fények?,Kormányképtelen hajó.,Műveletképességében korlátozott hajó.,Merülése miatt mozgásában korlátozott hajó.,zzz-0005.jpg,2
523,Mit jelentenek a hajón látható jelzőtestek?,"A hajó kormányképtelen, ezért hajózási akadályt képez.","A hajó műveletképességében korlátozott és olyan munkát végez, amely miatt hajózási akadályok keletkezett.","A hajó zátonyra futott, ezért hajózási akadályt képez.",zzz-0006.jpg,2
524,Mit jelentenek a hajón látható jelzőtestek?,"A hajó kormányképtelen, ezért hajózási akadályt képez.","A hajó műveletképességében korlátozott és olyan munkát végez, amely miatt hajózási akadályok keletkezett.","A hajó zátonyra futott, ezért hajózási akadályt képez.",teszt-1608.jpg,2
525,Mit jelentenek a hajón látható fények?,"A hajó kormányképtelen, ezért hajózási akadályt képez.","A hajó zátonyra futott, ezért hajózási akadályt képez.","A hajó műveletképességében korlátozott és olyan munkát végez, amely miatt hajózási akadály keletkezett.",zzz-0007.jpg,3
526,Mit jelentenek a hajón látható fények?,"A hajó kormányképtelen, ezért hajózási akadályt képez.","A hajó zátonyra futott, ezért hajózási akadályt képez.","A hajó műveletképességében korlátozott és olyan munkát végez, amely miatt hajózási akadály keletkezett.",teszt-1613.jpg,3
527,Mit jelölnek a hajókon látható jelzőtestek (csúcsukkal érintkező fekete kúpok)?,"Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó, menetben lévő hajókat jelölnek.",Víziúton munkát (mederfelmérést) végző hajókat jelölnek.,Tavon vontatott kötelékkel haladó kishajókat jelölnek.,zzz-0008.jpg,1
528,Mit jelölnek a hajókon látható jelzőtestek (csúcsukkal érintkező fekete kúpok)?,"Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó, menetben lévő hajókat jelölnek.",Víziúton munkát (mederfelmérést) végző hajókat jelölnek.,Tavon vontatott kötelékkel haladó kishajókat jelölnek.,xxx-1822.jpg,1
529,"Mire utalnak a hajón látható (fölül vörös alatta fehér) mindenoldalról látható fények? A fa hajó halászattal, de nem vonóhálós vagy más halászati eszköz vonszolásával foglalkozik és",halászati eszköze a hajótól vízszintes irányban legfeljebb 150 méterre nyúlik ki.,halászati eszköze a hajótól vízszintes irányban legfeljebb 200 méterre nyúlik ki.,halászati eszköze a hajótól vízszintes irányban legfeljebb 50 méterre nyúlik ki.,xxx-1853.jpg,1
530,"Milyen hajót lát az ábrán? Halászattal, de nem vonóhálós vagy más halászati eszköz vonszolásával foglalkozó hajó, amelynek",halászeszköze a hajótól vízszintes irányban 100 méternél távolabbra nem nyúlik ki.,halászeszköze a hajótól vízszintes (a csúcsával felfelé mutató fekete kúp felé eső) irányában 150 méternél távolabbra nyúlik ki.,halászeszköze a hajótól vízszintes (a csúcsával felfelé mutató fekete kúp felé eső) irányában 150 méternél távolabbra nem nyúlik ki.,zzz-0009.jpg,2
531,"Mire utalnak a hajón látható fények? A fények azt jelzik, hogy a hajó halászattal, de nem vonóhálós vagy más halászati eszköz vonszolásával foglalkozik és",a fehér fény felé halászati eszköze a hajótól vízszintes irányban legfeljebb 100 méterre nyúlik ki.,a fehér fény felé halászati eszköze a hajótól vízszintes irányban 150 méternél távolabbra nyúlik ki.,a fehér fény felé halászati eszköze a hajó mögött legfeljebb 150 méterre nyúlik ki.,zzz-0010.jpg,2
532,"Melyik lobogóval jelezheti egy hajó azt, hogy búvármunka végzésére használják?",Az 1-es számú B kódlobogóval.,2-es számú A kódlobogóval.,3-as számú E kódlobogóval.,xxx-1858.jpg,2
533,Mi a jelentése a hajón látható A jelű kódlobogónak?,A hajót búvármunkák végzéséhez használják.,A hajó horgonya veszélyt jelent a hajózás számára.,A hajó nyílt helyen vesztegel.,teszt-1665.jpg,1
534,Mit jeleznek a hajón látható jelzőtestek (3 db fekete gömb vízszintes alapú háromszög alakban elrendezve)? A hajó,műveletképtelen.,nyílt helyen (a parttal közvetlen vagy közvetett összeköttetés nélkül) vesztegel.,aknamentesítési műveletekkel foglalkozik.,zzz-0011.jpg,3
535,"Milyen mentben lévő hajót feltételez, ha azon felül fehér alatta vörös minden oldalról látható fényeket észlel? A közeledő hajó egy",hullámzás elleni védelemre szoruló géphajó.,révkalauzi szolgálatot ellátó géphajó.,műveletképességében korlátozott géphajó.,zzz-0012.jpg,2
536,"Milyen mentben lévő hajót feltételez, ha azon felül fehér alatta vörös minden oldalról látható fényeket észlel? A közeledő hajó egy",hullámzás elleni védelemre szoruló géphajó.,révkalauzi szolgálatot ellátó géphajó.,műveletképességében korlátozott géphajó.,teszt-1693.jpg,2
